상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,도로명,도로명주소,경도,위도,이동시간_분_차,이동시간_분_보행
온화식당,음식,비알코올 ,카페,기타 비알코올 음료점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로169번길,대전광역시 중구 대흥로169번길 31,127.429876037341,36.3264830759737,0.0,4
소나무집,음식,한식,국수/칼국수,한식 면 요리 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대종로460번길,대전광역시 중구 대종로460번길 59,127.430573962896,36.3270001179503,0.0,4
성호상사,소매,가구 소매,가구 소매업,가구 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 425,127.430729102419,36.3271090074624,0.0,5
대일사,소매,자동차 부품 소매,자동차 부품 소매업,기타 자동차 신품 부품 및 내장품 판매업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로1685번길,대전광역시 중구 계백로1685번길 55,127.405031338412,36.3230363685965,3.0,29
씨엔테크냉난방설비,수리·개인,가전제품 수리,가전제품 수리업,가전제품 수리업,대전광역시,중구,석교동,호동,대전광역시 중구 모암로8번길,대전광역시 중구 모암로8번길 5,127.449148410009,36.3037806451077,5.0,42
일미식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로,대전광역시 중구 문창로 22-39,127.436512198076,36.3159337997366,2.0,20
대일문구교재사,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1712,127.409745547706,36.3211490800363,2.0,22
모나리자,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 416,127.38710837899,36.3063356984823,6.0,52
쪼코파이,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
지에스25문창,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로,대전광역시 중구 문창로 108,127.431731247801,36.322544412665,1.0,9
현대LOTTO복권,예술·스포츠,유원지·오락,복권 발행/판매업,복권 발행 및 판매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1570,127.394638596089,36.3174775276745,4.0,39
맘모스노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,유천1동,유천동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 525,127.390151946974,36.3158685159962,5.0,41
종로할머니손칼국수,음식,한식,국수/칼국수,한식 면 요리 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로,대전광역시 중구 보문로 241-1,127.42228549145,36.3242295450376,0.0,8
카우보이식당,음식,주점,요리 주점,기타 주점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중앙로122번길,대전광역시 중구 중앙로122번길 38,127.424087256953,36.326085811412,0.0,5
한밭스토아,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로494번길,대전광역시 중구 대둔산로494번길 10,127.389872766045,36.3131092523956,5.0,44
시민세차장,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,대전광역시,중구,문화1동,문화동,대전광역시 중구 대흥로,대전광역시 중구 대흥로 13,127.41549952854,36.3216730432137,2.0,16
풀코스,음식,주점,요리 주점,기타 주점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 수침로55번길,대전광역시 중구 수침로55번길 50,127.39815094668,36.3256065478478,4.0,37
용두골식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,용두동,용두동,대전광역시 중구 용두로,대전광역시 중구 용두로 51,127.407050850944,36.3284359006744,3.0,28
방목흙돼지식당,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,중촌동,중촌동,대전광역시 중구 동서대로1439번길,대전광역시 중구 동서대로1439번길 28,127.414447054767,36.3373046416904,2.0,20
우리왕만두식당,음식,기타 간이,김밥/만두/분식,한식 일반 음식점업,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로,대전광역시 중구 문창로 6,127.436513255314,36.3142394419815,2.0,21
이조식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
유영세탁소,수리·개인,세탁,세탁소,가정용 세탁업,대전광역시,중구,문창동,문창동,대전광역시 중구 충무로,대전광역시 중구 충무로 161-3,127.434027811044,36.3206897088804,1.0,14
대일신발덤핑,소매,섬유·의복·신발 소매,신발 소매업,신발 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 보문로,대전광역시 중구 보문로 20,127.438514593696,36.3146814617284,3.0,24
대성공예,소매,기타 생활용품 소매,주방/가정용품 소매업,주방용품 및 가정용 유리; 요업제품 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 보문로,대전광역시 중구 보문로 28-1,127.437559371162,36.3143344938869,2.0,23
연화전자,소매,중고 상품 소매,중고 상품 소매업,중고 가전제품 및 통신장비 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로337번길,대전광역시 중구 보문로337번길 47,127.416030221782,36.332643897946,1.0,15
지에스25선화,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로,대전광역시 중구 선화서로 128-1,127.413968142974,36.3343191483655,2.0,18
신일유리,소매,기타 생활용품 소매,주방/가정용품 소매업,주방용품 및 가정용 유리; 요업제품 소매업,대전광역시,중구,부사동,부사동,대전광역시 중구 보문로113번길,대전광역시 중구 보문로113번길 35,127.428579022333,36.3119125892354,3.0,25
엠디,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,대전광역시,중구,오류동,오류동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1304,127.404269024006,36.3280795924028,3.0,30
국제세탁소,수리·개인,세탁,세탁소,가정용 세탁업,대전광역시,중구,태평1동,태평동,대전광역시 중구 동서대로1235번길,대전광역시 중구 동서대로1235번길 24-4,127.396966391172,36.3275653096357,5.0,39
